# /storage/gpfs_data/auger/fabiocon/2022oct/cal_m21_015487_2022-10-23.01-53.root
#eventId pulseBegin pulseEnd pulseLength type
1010 278 330 52 -1
1011 280 332 52 -1
1012 275 327 52 -1
1013 274 326 52 -1
1014 276 328 52 -1
1015 274 326 52 -1
1016 278 330 52 -1
1017 280 331 51 -1
1018 278 330 52 -1
1019 279 331 52 -1
1020 279 331 52 -1
1021 275 327 52 -1
1022 278 330 52 -1
1023 274 326 52 -1
1024 273 325 52 -1
1025 274 326 52 -1
1026 272 324 52 -1
1027 275 327 52 -1
1028 276 328 52 -1
1029 278 330 52 -1
1030 275 327 52 -1
1031 279 331 52 -1
1032 280 332 52 -1
1033 279 331 52 -1
1034 272 324 52 -1
1035 278 330 52 -1
1036 273 325 52 -1
1037 276 328 52 -1
1038 250 350 100 0
1039 250 350 100 0
1040 272 324 52 -1
1041 272 324 52 -1
1042 274 326 52 -1
1043 280 332 52 -1
1044 276 328 52 -1
1045 275 327 52 -1
1046 275 327 52 -1
1047 280 332 52 -1
1048 275 327 52 -1
1049 277 329 52 -1
1050 272 324 52 -1
1051 271 323 52 -1
1052 277 329 52 -1
1053 275 327 52 -1
1054 277 329 52 -1
1055 273 325 52 -1
1056 272 324 52 -1
1057 274 326 52 -1
1058 279 331 52 -1
1059 277 329 52 -1
1060 280 332 52 -1
1061 281 333 52 -1
1062 276 328 52 -1
1063 276 328 52 -1
1064 279 331 52 -1
1065 276 328 52 -1
1066 277 329 52 -1
1067 280 332 52 -1
1068 280 331 51 -1
1069 279 331 52 -1
1070 272 324 52 -1
1071 276 328 52 -1
1072 274 326 52 -1
1073 276 328 52 -1
1074 275 327 52 -1
1075 272 324 52 -1
1076 280 332 52 -1
1077 275 327 52 -1
1078 273 325 52 -1
1079 276 328 52 -1
1080 250 350 100 0
1081 250 350 100 0
1082 250 350 100 0
1083 280 332 52 -1
1084 274 326 52 -1
1085 276 328 52 -1
1086 275 327 52 -1
1087 272 324 52 -1
1088 280 332 52 -1
1089 273 325 52 -1
1090 281 333 52 -1
1091 272 324 52 -1
1092 275 326 51 -1
1093 275 326 51 -1
1094 278 330 52 -1
1095 280 332 52 -1
1096 277 329 52 -1
1097 278 330 52 -1
1098 278 330 52 -1
1099 280 332 52 -1
1100 279 331 52 -1
1101 274 326 52 -1
