# /media/filip/Drive/XY/2023nov/cal_m08_012822_2023-11-15.02-11.root
# analyzed at 2024-11-17 19:00 on debian
# spherCalib: 2.37507e+09
# pixel calibConst adcSum stdCalib calibConstCorr
# nEvents 1567
1 7.16011 1.03037e+08 0 7.300111392635269
2 6.92161 1.06035e+08 0 7.105941522637795
3 7.99479 9.19394e+07 0 8.224438482234032
4 7.14035 1.02892e+08 0 7.339319909581161
5 8.06967 9.11796e+07 0 8.293362590686938
6 8.00299 9.17971e+07 0 8.236847485905882
7 8.56231 8.59532e+07 0 8.861860232734932
8 7.44492 9.85993e+07 0 7.68909126611405
9 7.13935 1.03257e+08 0 7.413002920299596
10 8.23261 8.91775e+07 0 8.50538054819016
11 7.7545 9.50209e+07 0 8.00615018654573
12 7.65782 9.59467e+07 0 7.921825048488928
13 8.27027 8.88312e+07 0 8.543779303715409
14 8.84945 8.28216e+07 0 9.167163682340314
15 7.86331 9.36975e+07 0 8.156236504052703
16 7.76194 9.45481e+07 0 8.019060095796826
17 7.45599 9.88301e+07 0 7.725963054334233
18 7.6714 9.5597e+07 0 7.926964766055814
19 8.10126 9.07922e+07 0 8.392562233860072
20 8.0981 9.07113e+07 0 8.40315066695488
21 7.67518 9.60077e+07 0 7.972100661941905
22 7.0572 1.0408e+08 0 7.320400052786968
23 8.25158 8.9724e+07 0 8.378035785176072
24 8.35439 8.85907e+07 0 8.505174395181568
25 8.89895 8.31524e+07 0 9.11201258154484
26 8.84623 8.35613e+07 0 9.060029521521294
27 8.26145 8.97048e+07 0 8.492506397601119
28 8.73667 8.45102e+07 0 9.03202566771797
29 7.23209 1.0251e+08 0 7.453483234515819
30 7.75488 9.52216e+07 0 7.991620138499902
31 7.4758 9.9032e+07 0 7.737900201675411
32 7.63055 9.66652e+07 0 7.869459062591002
33 7.65378 9.68573e+07 0 7.909401768649568
34 6.966 1.06031e+08 0 7.233336395497483
35 8.06768 9.18266e+07 0 8.317227844662863
36 7.34343 1.00726e+08 0 7.614663498343156
37 8.41202 8.80959e+07 0 8.722064366065576
38 7.71366 9.57858e+07 0 8.021770936795567
39 7.02586 1.05327e+08 0 7.297424659513683
40 8.45934 8.72947e+07 0 8.78369463733125
41 7.45353 9.93813e+07 0 7.733497247973104
42 7.8145 9.46929e+07 0 8.1246831956033
43 7.43952 9.94971e+07 0 7.742680523579667
44 8.48742 8.70961e+07 0 8.83059553726894
45 7.78974 9.55824e+07 0 7.934035929464862
46 8.41801 8.84114e+07 0 8.64243384685829
47 8.55297 8.71567e+07 0 8.759922519390726
48 8.71962 8.51797e+07 0 8.959584020097541
49 8.54818 8.71814e+07 0 8.86684674526449
50 8.38799 8.85274e+07 0 8.643792876327106
51 7.4567 9.98915e+07 0 7.725129874079069
52 7.33474 1.01198e+08 0 7.627910263972733
53 8.73383 8.52652e+07 0 9.034128350847961
54 7.7421 9.60457e+07 0 8.019141625137323
55 7.44307 1.00097e+08 0 7.731174095802313
56 7.61161 9.76345e+07 0 7.940134757051212
57 7.67075 9.70451e+07 0 7.947289471283534
58 7.16158 1.03772e+08 0 7.444215273854253
59 8.32273 8.94276e+07 0 8.666680035879196
60 8.03799 9.25828e+07 0 8.368145571379268
61 7.70167 9.68288e+07 0 8.016132045209604
62 6.73257 1.1045e+08 0 7.002383727820774
63 7.56986 9.85079e+07 0 7.8617485208567
64 7.2022 1.03162e+08 0 7.4696546679509055
65 8.92793 8.34902e+07 0 9.243997928947076
66 7.63262 9.74252e+07 0 7.956732693564061
67 8.39122 8.91827e+07 0 8.588705554043656
68 8.39348 8.89098e+07 0 8.59229909723105
69 7.43817 1.00547e+08 0 7.648430126751319
70 7.33986 1.01673e+08 0 7.557521223521714
71 7.57689 9.85871e+07 0 7.7972875762090395
72 7.82408 9.53284e+07 0 8.112231761829323
73 7.26546 1.02809e+08 0 7.5283315918102405
74 7.96466 9.37637e+07 0 8.219790836036932
75 8.88351 8.42793e+07 0 9.265757642629291
76 7.24489 1.03107e+08 0 7.506688722049302
77 7.77717 9.617e+07 0 8.101607652066477
78 8.3689 8.93715e+07 0 8.66599137618751
79 6.93454 1.07877e+08 0 7.202475326997913
80 7.58703 9.84384e+07 0 7.892401020955969
81 8.2763 9.03363e+07 0 8.626695748021461
82 6.91065 1.08036e+08 0 7.196608555880988
83 6.93347 1.07739e+08 0 7.215761364341433
84 7.83589 9.5221e+07 0 8.117303825822713
85 7.9866 9.36816e+07 0 8.326347272331528
86 8.07897 9.25446e+07 0 8.414544279978825
87 7.98106 9.37268e+07 0 8.325278345635306
88 6.93236 1.07624e+08 0 7.227611330627157
89 7.6501 9.80891e+07 0 7.846398114808397
90 7.74574 9.67609e+07 0 7.978494763323568
91 8.46269 8.87317e+07 0 8.693765547913605
92 7.63864 9.82235e+07 0 7.852090299456312
93 8.23518 9.13156e+07 0 8.510834052949088
94 6.4108 1.16949e+08 0 6.61388833635112
95 8.70492 8.6306e+07 0 8.997920621961253
96 7.43147 1.00905e+08 0 7.7079325474957665
97 7.00882 1.07162e+08 0 7.296656912241679
98 7.07897 1.05749e+08 0 7.370035641511033
99 8.3025 9.03057e+07 0 8.66653049117001
100 8.77218 8.54172e+07 0 9.138386230120036
101 9.07027 8.27006e+07 0 9.45783668010831
102 8.46585 8.84388e+07 0 8.846111232526068
103 7.21856 1.03912e+08 0 7.531594857364508
104 7.57006 9.90126e+07 0 7.8842267604851655
105 7.36578 1.01851e+08 0 7.689948502382707
106 5.97368 1.25501e+08 0 6.2217507185232375
107 7.02021 1.07095e+08 0 7.313826606482354
108 6.59576 1.13742e+08 0 6.892442407246
109 6.4161 1.1724e+08 0 6.692858285393739
110 8.7857 8.52485e+07 0 9.164426978998188
111 7.86697 9.57553e+07 0 8.055265284632602
