# /media/filip/Drive/XY/2023nov/cal_m08_012822_2023-11-15.02-11.root
# analyzed at 2024-11-17 18:49 on debian
# spherCalib: 2.37507e+09
# pixel calibConst adcSum stdCalib calibConstCorr
# nEvents 1567
1 4.37562 1.03037e+08 0 4.461176352296645
2 4.22987 1.06035e+08 0 4.342516967636132
3 4.88571 9.19394e+07 0 5.026050882766856
4 4.36355 1.02892e+08 0 4.485142799926177
5 4.93147 9.11796e+07 0 5.0681711662428475
6 4.89072 9.17971e+07 0 5.033633021691845
7 5.23252 8.59532e+07 0 5.415578378380388
8 4.54968 9.85993e+07 0 4.698895992383234
9 4.36294 1.03257e+08 0 4.530172489245088
10 5.03104 8.91775e+07 0 5.197733131190063
11 4.73886 9.50209e+07 0 4.892646189053337
12 4.67978 9.59467e+07 0 4.841116456826814
13 5.05405 8.88312e+07 0 5.221194445881799
14 5.408 8.28216e+07 0 5.6021584611582
15 4.80535 9.36975e+07 0 4.984360413712503
16 4.74341 9.45481e+07 0 4.900539021044175
17 4.55644 9.88301e+07 0 4.721423593552389
18 4.68808 9.5597e+07 0 4.844258542176258
19 4.95077 9.07922e+07 0 5.128788031803379
20 4.94884 9.07113e+07 0 5.135259893882885
21 4.69039 9.60077e+07 0 4.8718416015996615
22 4.31273 1.0408e+08 0 4.47357435238564
23 5.04263 8.9724e+07 0 5.119908501329735
24 5.10546 8.85907e+07 0 5.197606009250668
25 5.43824 8.31524e+07 0 5.568444738026444
26 5.40603 8.35613e+07 0 5.536685276578809
27 5.04867 8.97048e+07 0 5.189871302783027
28 5.33908 8.45102e+07 0 5.519575261741563
29 4.41961 1.0251e+08 0 4.554905848530432
30 4.73909 9.52216e+07 0 4.8837644273236345
31 4.56854 9.9032e+07 0 4.728712189646885
32 4.66311 9.66652e+07 0 4.809109860935151
33 4.67731 9.68573e+07 0 4.833523303063625
34 4.257 1.06031e+08 0 4.420372241692906
35 4.93025 9.18266e+07 0 5.08275149499597
36 4.48765 1.00726e+08 0 4.653403742983819
37 5.14068 8.80959e+07 0 5.330151597992632
38 4.7139 9.57858e+07 0 4.902189883785469
39 4.29358 1.05327e+08 0 4.459536137867074
40 5.1696 8.72947e+07 0 5.367816850622818
41 4.55493 9.93813e+07 0 4.72602090817507
42 4.77553 9.46929e+07 0 4.965086485520433
43 4.54637 9.94971e+07 0 4.731634628576425
44 5.18676 8.70961e+07 0 5.396478518664686
45 4.7604 9.55824e+07 0 4.848580907530229
46 5.14434 8.84114e+07 0 5.281487921224491
47 5.22681 8.71567e+07 0 5.35328086308927
48 5.32866 8.51797e+07 0 5.47530477068186
49 5.22388 8.71814e+07 0 5.418620498825746
50 5.12599 8.85274e+07 0 5.282313861380854
51 4.55687 9.98915e+07 0 4.72091039860725
52 4.48234 1.01198e+08 0 4.6614995613498955
53 5.33734 8.52652e+07 0 5.520855639749671
54 4.73128 9.60457e+07 0 4.90058309608242
55 4.54854 1.00097e+08 0 4.724603506580033
56 4.65154 9.76345e+07 0 4.8523051532874115
57 4.68768 9.70451e+07 0 4.856676323533734
58 4.37652 1.03772e+08 0 4.549241512393721
59 5.08611 8.94276e+07 0 5.296301573796763
60 4.91211 9.25828e+07 0 5.113871943437081
61 4.70658 9.68288e+07 0 4.89875140863509
62 4.11435 1.1045e+08 0 4.279236233794732
63 4.62602 9.85079e+07 0 4.8043961040829695
64 4.40134 1.03162e+08 0 4.564784354258288
65 5.45596 8.34902e+07 0 5.649112721584745
66 4.66438 9.74252e+07 0 4.862448915471534
67 5.12797 8.91827e+07 0 5.248655668659533
68 5.12935 8.89098e+07 0 5.250850585738226
69 4.54555 1.00547e+08 0 4.674042346794233
70 4.48547 1.01673e+08 0 4.618485192152159
71 4.63032 9.85871e+07 0 4.765007359203082
72 4.78138 9.53284e+07 0 4.957472661498283
73 4.44001 1.02809e+08 0 4.600653991757354
74 4.86729 9.37637e+07 0 5.0232032175051025
75 5.42881 8.42793e+07 0 5.66240570989196
76 4.42743 1.03107e+08 0 4.5874180075422455
77 4.75272 9.617e+07 0 4.950987662623986
78 5.11432 8.93715e+07 0 5.295875564896618
79 4.23777 1.07877e+08 0 4.401508083664085
80 4.63652 9.84384e+07 0 4.8231356909993455
81 5.05774 9.03363e+07 0 5.271870781943388
82 4.22317 1.08036e+08 0 4.3979222439191545
83 4.23712 1.07739e+08 0 4.40963136670071
84 4.7886 9.5221e+07 0 4.960575135732462
85 4.8807 9.36816e+07 0 5.088323333091489
86 4.93715 9.25446e+07 0 5.142223240326113
87 4.87731 9.37268e+07 0 5.087665463979787
88 4.23644 1.07624e+08 0 4.416871274071473
89 4.67506 9.80891e+07 0 4.795019930538967
90 4.73351 9.67609e+07 0 4.875749088807492
91 5.17164 8.87317e+07 0 5.312852728649156
92 4.66806 9.82235e+07 0 4.7985019117644025
93 5.03261 9.13156e+07 0 5.201065254579998
94 3.91771 1.16949e+08 0 4.041819503682246
95 5.31967 8.6306e+07 0 5.498725823445663
96 4.54145 1.00905e+08 0 4.710399189907871
97 4.28317 1.07162e+08 0 4.459070426520611
98 4.32604 1.05749e+08 0 4.50391356180382
99 5.07375 9.03057e+07 0 5.296213077937228
100 5.36077 8.54172e+07 0 5.584562417875668
101 5.54294 8.27006e+07 0 5.779786185818013
102 5.17358 8.84388e+07 0 5.405962088906869
103 4.41134 1.03912e+08 0 4.602638983133249
104 4.62615 9.90126e+07 0 4.818140890299212
105 4.50131 1.01851e+08 0 4.699412973678321
106 3.65058 1.25501e+08 0 3.8021786801480095
107 4.29013 1.07095e+08 0 4.469562440335566
108 4.03074 1.13742e+08 0 4.2120458155819405
109 3.92095 1.1724e+08 0 4.090080063296173
110 5.36904 8.52485e+07 0 5.600484312840233
111 4.8076 9.57553e+07 0 4.922669513472112
112 5.07432 9.04627e+07 0 5.195122044263387
113 5.1975 8.86173e+07 0 5.358987639135179
114 5.26648 8.71985e+07 0 5.443102427410567
115 5.10991 9.0139e+07 0 5.283512836002182
116 5.11867 8.99033e+07 0 5.294445799749764
117 4.65848 9.87534e+07 0 4.820867381084031
118 5.63335 8.14967e+07 0 5.829766501326421
119 4.70433 9.80073e+07 0 4.887752521869225
120 4.87205 9.43972e+07 0 5.060361945406212
121 4.65646 9.9108e+07 0 4.854924253492847
122 3.71293 1.23619e+08 0 3.8604436660127046
123 5.17339 8.90136e+07 0 5.3976367930589895
124 4.27112 1.0744e+08 0 4.443674788611612
125 4.45397 1.03301e+08 0 4.649622028645789
126 4.74139 9.72374e+07 0 4.9475171623671965
127 4.22412 1.08981e+08 0 4.432398711640691
128 4.47494 1.02525e+08 0 4.687311337124985
129 4.69178 9.81036e+07 0 4.898767549772147
130 4.83251 9.51209e+07 0 5.043773455190698
131 5.33062 8.63145e+07 0 5.576382781807649
132 4.91068 9.36936e+07 0 5.13843433346559
133 4.37662 1.05378e+08 0 4.467664565376415
134 4.55415 1.01307e+08 0 4.679867572539629
135 5.34224 8.64927e+07 0 5.519063855400673
136 5.26005 8.748e+07 0 5.435102420672911
137 4.47876 1.03142e+08 0 4.628498863319751
138 4.34281 1.05966e+08 0 4.489267129578576
139 4.82087 9.59411e+07 0 4.98793219067138
140 4.90595 9.38994e+07 0 5.081352014357226
141 4.87408 9.44038e+07 0 5.070640000536155
142 5.2545 8.76336e+07 0 5.486919291402928
143 5.07079 9.10894e+07 0 5.289831159158934
144 5.06963 9.09127e+07 0 5.293069673064758
145 5.51273 8.36145e+07 0 5.750667444699454
146 4.97887 9.24842e+07 0 5.191824637689462
147 5.06852 9.10911e+07 0 5.299190611421639
148 5.36949 8.581e+07 0 5.623507425965217
149 4.37419 1.05562e+08 0 4.570376996743646
150 5.58921 8.23715e+07 0 5.845866330734381
151 5.35618 8.62419e+07 0 5.608591393428589
152 6.18395 7.44992e+07 0 6.478520961760747
153 5.45114 8.4619e+07 0 5.712463648497258
154 5.12722 9.00297e+07 0 5.343779183561676
155 4.75623 9.73492e+07 0 4.868973383986092
156 5.57849 8.2748e+07 0 5.7221359892025045
157 5.13622 8.98929e+07 0 5.292136275425366
158 4.98508 9.26299e+07 0 5.154031108485176
159 4.92276 9.38902e+07 0 5.0972876399961615
160 5.38589 8.5726e+07 0 5.564756843371762
161 4.86463 9.51168e+07 0 5.0542367105940285
162 4.80942 9.60746e+07 0 4.99395346772408
163 5.25629 8.7871e+07 0 5.462576142375453
164 4.74106 9.72349e+07 0 4.938583035988717
165 4.90576 9.427e+07 0 5.107058211415544
166 4.8255 9.56305e+07 0 5.02098208834754
167 3.76843 1.22667e+08 0 3.9443512537686414
168 4.67793 9.88463e+07 0 4.884414454058711
169 4.0263 1.14837e+08 0 4.223977495293009
170 4.49506 1.02769e+08 0 4.705346163870297
171 5.09821 9.06373e+07 0 5.338335221601784
172 5.48276 8.43259e+07 0 5.752726821367596
173 3.52586 1.3116e+08 0 3.696502690610174
174 4.24239 1.0879e+08 0 4.438344839968029
175 5.39393 8.56414e+07 0 5.658765374893368
176 5.3077 8.69635e+07 0 5.5721357533209455
177 4.9295 9.39129e+07 0 5.0753372520690645
178 5.00259 9.23986e+07 0 5.145826069929023
179 4.50877 1.02817e+08 0 4.654501840051578
180 5.41203 8.55117e+07 0 5.563284229797075
181 4.98258 9.28089e+07 0 5.162433899257419
182 4.65356 9.94687e+07 0 4.818114690889716
183 5.52365 8.38138e+07 0 5.729073723970309
184 5.40822 8.55018e+07 0 5.637668874449815
185 5.26974 8.78711e+07 0 5.485771930355614
186 5.58022 8.29265e+07 0 5.807059332865748
187 4.55379 1.01614e+08 0 4.756068042350659
188 4.94633 9.35518e+07 0 5.161159789953257
189 4.57734 1.01165e+08 0 4.766742215421893
190 5.32652 8.69084e+07 0 5.57154452461931
191 4.80584 9.62902e+07 0 5.033778212695454
192 5.36569 8.6228e+07 0 5.609623010528658
193 4.13565 1.11943e+08 0 4.324714922959139
194 5.29082 8.75348e+07 0 5.536152447165766
195 4.82144 9.59437e+07 0 5.044214966835923
196 4.61375 1.00401e+08 0 4.8476752124167675
197 5.05557 9.16369e+07 0 5.306792060954733
198 4.47638 1.03281e+08 0 4.694896178118453
199 5.23823 8.83859e+07 0 5.320251639289419
200 5.3755 8.60696e+07 0 5.528318172385638
201 5.00784 9.24172e+07 0 5.151352791453259
