1.000000000000000000e+16 2.730000000000000000e+02
1.042404819400372800e+16 2.560000000000000000e+02
1.088405976217497200e+16 2.450000000000000000e+02
1.138308474528703200e+16 2.580000000000000000e+02
1.192443185696937200e+16 2.710000000000000000e+02
1.251169042165932000e+16 2.950000000000000000e+02
1.314875417310320000e+16 3.280000000000000000e+02
1.383984707120015200e+16 3.690000000000000000e+02
1.458955130836246400e+16 3.320000000000000000e+02
1.540283769108581600e+16 3.410000000000000000e+02
1.628509859816958400e+16 3.990000000000000000e+02
1.724218373411114600e+16 3.860000000000000000e+02
1.828043891473347200e+16 4.200000000000000000e+02
1.940674814220726400e+16 4.570000000000000000e+02
2.062857924844117600e+16 4.250000000000000000e+02
2.195403340947029600e+16 5.060000000000000000e+02
2.339189885914309600e+16 4.660000000000000000e+02
2.495170915824686400e+16 5.140000000000000000e+02
2.664380640541530800e+16 5.500000000000000000e+02
2.847940980893184000e+16 5.260000000000000000e+02
3.047069007408182400e+16 6.100000000000000000e+02
3.263085009927043600e+16 5.870000000000000000e+02
3.497421251594710400e+16 5.930000000000000000e+02
3.751631465276136000e+16 6.530000000000000000e+02
4.027401155359315200e+16 6.080000000000000000e+02
4.326558773250671200e+16 7.050000000000000000e+02
4.651087840659884800e+16 7.450000000000000000e+02
5.003140101056379200e+16 8.240000000000000000e+02
5.385049786496123200e+16 7.580000000000000000e+02
5.799349094412518400e+16 8.410000000000000000e+02
6.248784976988701600e+16 7.830000000000000000e+02
6.736337354430214400e+16 9.730000000000000000e+02
7.265238872899036800e+16 8.550000000000000000e+02
7.838996338110368000e+16 1.019000000000000000e+03
8.461413966705436800e+16 1.045000000000000000e+03
9.136618609564936000e+16 1.011000000000000000e+03
9.869087114301934400e+16 1.053000000000000000e+03
1.066367600835860000e+17 1.124000000000000000e+03
1.152565369951520480e+17 1.251000000000000000e+03
1.246073540731319360e+17 1.303000000000000000e+03
1.347512105699871360e+17 1.453000000000000000e+03
1.457553638723860480e+17 1.335000000000000000e+03
1.576927754416706240e+17 1.408000000000000000e+03
1.706425945743620480e+17 1.511000000000000000e+03
1.846906831902320320e+17 1.495000000000000000e+03
1.999301851274531840e+17 1.508000000000000000e+03
2.164621437194749440e+17 1.750000000000000000e+03
2.343961717483549440e+17 1.628000000000000000e+03
2.538511782166046720e+17 1.814000000000000000e+03
2.749561567562948800e+17 1.931000000000000000e+03
2.978510409028336640e+17 2.043000000000000000e+03
3.226876319042253440e+17 1.954000000000000000e+03
3.496306052174840320e+17 2.005000000000000000e+03
3.788586023656611840e+17 2.232000000000000000e+03
4.105654153948444800e+17 2.092000000000000000e+03
4.449612717845519360e+17 2.155000000000000000e+03
4.822742283309163520e+17 1.973000000000000000e+03
5.227516832445659520e+17 1.718000000000000000e+03
5.666620164890155520e+17 1.641000000000000000e+03
6.142963692355424000e+17 1.795000000000000000e+03
6.659705742330144000e+17 1.653000000000000000e+03
7.220272498916376320e+17 1.735000000000000000e+03
7.828380719652328960e+17 1.875000000000000000e+03
8.488062378940725760e+17 1.795000000000000000e+03
9.203691401476848640e+17 2.063000000000000000e+03
9.980012662929589760e+17 1.795000000000000000e+03
1.082217345015938944e+18 2.185000000000000000e+03
1.173575758956638720e+18 2.345000000000000000e+03
1.272682246985058304e+18 2.305000000000000000e+03
1.380193920465967360e+18 2.257000000000000000e+03
1.496823620141667072e+18 2.767000000000000000e+03
1.623344642520302336e+18 3.970000000000000000e+03
1.760595867107570944e+18 3.938000000000000000e+03
1.909487318477029888e+18 4.221000000000000000e+03
2.071006200057667328e+18 3.758000000000000000e+03
2.246223439644658688e+18 4.120000000000000000e+03
2.436300790032666624e+18 4.249000000000000000e+03
2.642498531851304448e+18 4.523000000000000000e+03
2.866183829675109888e+18 4.564000000000000000e+03
3.108839796812389888e+18 5.030000000000000000e+03
3.372075328875400192e+18 4.797000000000000000e+03
3.657635771332224512e+18 4.928000000000000000e+03
3.967414491769592832e+18 5.370000000000000000e+03
4.303465433595376128e+18 5.745000000000000000e+03
4.668016734416090112e+18 5.959000000000000000e+03
5.063485499383750656e+18 5.719000000000000000e+03
5.492493827465294848e+18 5.877000000000000000e+03
5.957886196893898752e+18 6.411000000000000000e+03
6.462748325074413568e+18 6.847000000000000000e+03
7.010427627990093824e+18 7.249000000000000000e+03
7.604555414764635136e+18 6.121000000000000000e+03
8.249070964537072640e+18 6.529000000000000000e+03
8.948247645287175168e+18 6.750000000000000000e+03
9.706721247789598720e+18 6.723000000000000000e+03
1.052952072256006554e+19 7.044000000000000000e+03
1.142210152359134618e+19 7.430000000000000000e+03
1.239038177995856896e+19 8.439000000000000000e+03
1.344078153512607949e+19 8.425000000000000000e+03
1.458026531412584858e+19 8.142000000000000000e+03
